original_text,cleaned_text,without_stopwords,sentiment
<START> wow i just don't even know where to begin with what made this movie so awful maybe i should start by just saying that during a <UNK> confrontation between the antagonist and protagonist i had to leave the theater because i was laughing so hard yeah the acting really was that bad the acting was not even the worst part though the plot was almost entirely shown in the previews the characters are all grossly underdeveloped the dialogue and dramatic moments are ridiculous the bad guy is a caricature of an out of control power drunk <UNK> br br but hey the actors are pretty so guess that was supposed to make it all better,wow i just don't even know where to begin with what made this movie so awful maybe i should by just saying that during a confrontation between the antagonist and protagonist i had to leave the theater because i was laughing so hard yeah the acting really was that bad the acting was not even the worst part though the plot was almost entirely shown in the previews the characters are all grossly underdeveloped the dialogue and dramatic moments are ridiculous the bad guy is a caricature of an out of control power drunk br br but hey the actors are pretty so guess that was supposed to make it all better,wow even know begin made movie awful maybe saying confrontation antagonist protagonist leave theater laughing hard yeah acting really bad acting even worst part though plot almost entirely shown previews characters grossly underdeveloped dialogue dramatic moments ridiculous bad guy caricature control power drunk br br hey actors pretty guess supposed make better,0
<START> a remarkable piece of documentary giving a vivid depiction of a country deeply divided within itself for further evidence check out some of the comments on imdb <UNK> extremely <UNK> with oliver <UNK> <UNK> which is mainly an in depth examination of <UNK> <UNK> <UNK> <UNK> i don't know whether chavez is everything he presents himself as being or yet another in the long line of <UNK> latin american <UNK> nor do i know whether he will be able to make good on the huge expectations he has clearly built up among the poor majority of <UNK> it's hardly reasonable to expect a film like this to be able to answer such questions but i've certainly now got a pretty vivid idea of what's at stake and what it feels like to be caught up in the middle of a coup someone says in the film we're making history and that's exactly what the film feels like it's capturing outstanding stuff,a remarkable piece of documentary giving a vivid depiction of a country deeply divided within itself for further evidence check out some of the comments on imdb extremely with oliver which is mainly an in depth examination of i don't know whether chavez is everything he presents himself as being or yet another in the long line of latin american nor do i know whether he will be able to make good on the huge expectations he has clearly built up among the poor majority of it's hardly reasonable to expect a film like this to be able to answer such questions but i've certainly now got a pretty vivid idea of what's at stake and what it feels like to be caught up in the middle of a coup someone says in the film we're making history and that's exactly what the film feels like it's capturing outstanding stuff,remarkable piece documentary giving vivid depiction country deeply divided within evidence check comments imdb extremely oliver mainly depth examination know whether chavez everything presents yet another long line latin american know whether able make good huge expectations clearly built among poor majority hardly reasonable expect film like able answer questions certainly got pretty vivid idea what's stake feels like caught middle coup someone says film making history that's exactly film feels like capturing outstanding stuff,1
<START> i can imagine what happened for this film to come into being a bunch of studio guys are sitting around drinking <UNK> and <UNK> maybe a joint and one of them comes up with the idea that it would be great if they could find a film that would bridge the generation gap which at that time was about as far apart as <UNK> <UNK> and mick jagger something that both college age rebels and their parents would find equally interesting for different reasons perhaps but still a ticket is a ticket what interested hippies asia philosophy <UNK> and wild sets and costumes what interested their parents musicals eye candy a feel good script and nostalgia very well then lost horizon the old classic as a musical in color can't miss right it was a bomb lost horizon by james hilton is perhaps less than a classic but not a bad novel in broad terms he sketches out a <UNK> society in <UNK> la the valley of the blue moon near <UNK> inhabited by <UNK> <UNK> villagers who serve an <UNK> of i very i long lived monks <UNK> into paradise is a <UNK> island like of <UNK> a veteran of wwi a <UNK> etc each with their own spin on the situation what plot there is concerns the reaction of each of them to being presented with a choice to live in paradise or try to return to the <UNK> of the <UNK> century taken on its own terms it's gentle pop lit fluff presenting <UNK> own conservative british views in oriental dress as exotic and as familiar as a fortune cookie as captive <UNK> guests of the monks the <UNK> are forbidden to leave the valley but never pressed into work or <UNK> not that the monks do too much of that themselves treated <UNK> and given simple yet <UNK> who'd want to escape in this middle american heaven on earth the monks are both <UNK> and wise the climate is warm the food is <UNK> and tasty the villagers are <UNK> and nothing ever changes the nuns are <UNK> but encouraged to look pretty and even <UNK> a bit the reason given is one of the most hilariously inaccurate explanations of <UNK> sex i've ever read even their religion is <UNK> revealed as a best of both worlds blend of christianity and <UNK> there's little to offend any but the <UNK> or the <UNK> out there who actually knew something about <UNK> which in the early thirties was a very small number br br as a <UNK> film <UNK> on the adventure character interplay angles it was enchanting and perhaps steven could have made it fly if he'd been around as an early seventies hollywood product the adventure was over too quickly and the updated <UNK> of characters too bland to make much of an impression <UNK> of the <UNK> suggestive qualities of classic b w the monastery resembles a de beauty <UNK> in white and pale blue and while at least some of the <UNK> <UNK> tried for historical accuracy most of the rest of the inmates looked as if on their way to a morning <UNK> and bath with a couple of holes of golf in the afternoon maybe <UNK> <UNK> could have restored some <UNK> to the story playing up the very real conflict inside each character's reaction just five years afterwards brian would have captured the <UNK> atmosphere to a t instead bert and hal david were given the job of writing the songs which marry <UNK> like <UNK> with some of the new <UNK> lyrics ever penned quite naturally for the time every song calls for a dance number which range from the merely forgettable to the completely boring and so is the script which has not one line worth <UNK> br br tie ins with this movie were legion there were everything from to posters planned to promote this film and such was the hype that i actually went out and bought the album just about the only thing good i can say about it is that it made enough of an impression on me to write this review completely from memory nearly thirty years after the next month i read bought a copy of the and hence learned about real <UNK> culture <UNK> br br,i can imagine what happened for this film to come into being a bunch of studio guys are sitting around drinking and maybe a joint and one of them comes up with the idea that it would be great if they could find a film that would bridge the generation gap which at that time was about as far apart as and mick jagger something that both college age rebels and their parents would find equally interesting for different reasons perhaps but still a ticket is a ticket what interested hippies asia philosophy and wild sets and costumes what interested their parents musicals eye candy a feel good script and nostalgia very well then lost horizon the old classic as a musical in color can't miss right it was a bomb lost horizon by james hilton is perhaps less than a classic but not a bad novel in broad terms he sketches out a society in la the valley of the blue moon near inhabited by villagers who serve an of i very i long lived monks into paradise is a island like of a veteran of wwi a etc each with their own spin on the situation what plot there is concerns the reaction of each of them to being presented with a choice to live in paradise or try to return to the of the century taken on its own terms it's gentle pop lit fluff presenting own conservative british views in oriental dress as exotic and as familiar as a fortune cookie as captive guests of the monks the are forbidden to leave the valley but never pressed into work or not that the monks do too much of that themselves treated and given simple yet who'd want to escape in this middle american heaven on earth the monks are both and wise the climate is warm the food is and tasty the villagers are and nothing ever changes the nuns are but encouraged to look pretty and even a bit the reason given is one of the most hilariously inaccurate explanations of sex i've ever read even their religion is revealed as a best of both worlds blend of christianity and there's little to offend any but the or the out there who actually knew something about which in the early thirties was a very small number br br as a film on the adventure character interplay angles it was enchanting and perhaps steven could have made it fly if he'd been around as an early seventies hollywood product the adventure was over too quickly and the updated of characters too bland to make much of an impression of the suggestive qualities of classic b w the monastery resembles a de beauty in white and pale blue and while at least some of the tried for historical accuracy most of the rest of the inmates looked as if on their way to a morning and bath with a couple of holes of golf in the afternoon maybe could have restored some to the story playing up the very real conflict inside each character's reaction just five years afterwards brian would have captured the atmosphere to a t instead bert and hal david were given the job of writing the songs which marry like with some of the new lyrics ever penned quite naturally for the time every song calls for a dance number which range from the merely forgettable to the completely boring and so is the script which has not one line worth br br tie ins with this movie were legion there were everything from to posters planned to promote this film and such was the hype that i actually went out and bought the album just about the only thing good i can say about it is that it made enough of an impression on me to write this review completely from memory nearly thirty years after the next month i read bought a copy of the and hence learned about real culture br br,imagine happened film come bunch studio guys sitting around drinking maybe joint one comes idea would great could find film would bridge generation gap time far apart mick jagger something college age rebels parents would find equally interesting different reasons perhaps still ticket ticket interested hippies asia philosophy wild sets costumes interested parents musicals eye candy feel good script nostalgia well lost horizon old classic musical color can't miss right bomb lost horizon james hilton perhaps less classic bad novel broad terms sketches society la valley blue moon near inhabited villagers serve long lived monks paradise island like veteran wwi etc spin situation plot concerns reaction presented choice live paradise try return century taken terms gentle pop lit fluff presenting conservative british views oriental dress exotic familiar fortune cookie captive guests monks forbidden leave valley never pressed work monks much treated given simple yet who'd want escape middle american heaven earth monks wise climate warm food tasty villagers nothing ever changes nuns encouraged look pretty even bit reason given one hilariously inaccurate explanations sex ever read even religion revealed best worlds blend christianity there's little offend actually knew something early thirties small number br br film adventure character interplay angles enchanting perhaps steven could made fly around early seventies hollywood product adventure quickly updated characters bland make much impression suggestive qualities classic b w monastery resembles de beauty white pale blue least tried historical accuracy rest inmates looked way morning bath couple holes golf afternoon maybe could restored story playing real conflict inside character's reaction five years afterwards brian would captured atmosphere instead bert hal david given job writing songs marry like new lyrics ever penned quite naturally time every song calls dance number range merely forgettable completely boring script one line worth br br tie ins movie legion everything posters planned promote film hype actually went bought album thing good say made enough impression write review completely memory nearly thirty years next month read bought copy hence learned real culture br br,0
<START> a letter to the guys i tried guys i really tried i tried so hard not to watch this movie i would leave the room when it was on or jump on the computer when the wife watched it this is her second favorite movie the godfather being first which i love br br i ended up catching little bits of this movie and finally after maybe a year i was actually sitting down watching it with her i can't believe i am saying this but i loved this movie dalton plays a great <UNK> and has his <UNK> down pat <UNK> plays a delightful scarlett full of fire and <UNK> and nothing is going to stop her br br my favorite scene is when she is overseas in ireland and the government is going to tear down a house because they are behind in the rent scarlett gets all mad at this and pays the entire debt thus making a huge name for herself around this small town br br all i'm saying guys is you might want to try this movie especially if you are a fan of gone with the wind it does take a little bit to get used to the new actors but i think you will find them refreshing,a letter to the guys i tried guys i really tried i tried so hard not to watch this movie i would leave the room when it was on or jump on the computer when the wife watched it this is her second favorite movie the godfather being first which i love br br i ended up catching little bits of this movie and finally after maybe a year i was actually sitting down watching it with her i can't believe i am saying this but i loved this movie dalton plays a great and has his down pat plays a delightful scarlett full of fire and and nothing is going to stop her br br my favorite scene is when she is overseas in ireland and the government is going to tear down a house because they are behind in the rent scarlett gets all mad at this and pays the entire debt thus making a huge name for herself around this small town br br all i'm saying guys is you might want to try this movie especially if you are a fan of gone with the wind it does take a little bit to get used to the new actors but i think you will find them refreshing,letter guys tried guys really tried tried hard watch movie would leave room jump computer wife watched second favorite movie godfather first love br br ended catching little bits movie finally maybe year actually sitting watching can't believe saying loved movie dalton plays great pat plays delightful scarlett full fire nothing going stop br br favorite scene overseas ireland government going tear house behind rent scarlett gets mad pays entire debt thus making huge name around small town br br saying guys might want try movie especially fan gone wind take little bit get used new actors think find refreshing,1
<START> simon pegg stars as sidney young a <UNK> clumsy idiot brit working as a celebrity journalist in this us comedy after getting a very lucky break he starts work at the highly respected <UNK> magazine run by a <UNK> on form jeff bridges in new york it's more the devil wears <UNK> than shaun of the dead the unlikely love interest is provided by kirsten dunst who works well with pegg for the laughs but they don't exactly set the screen <UNK> with their passion br br sidney goes through some emotional challenges while trying to decide if he should forget about his <UNK> principles in order to get material in the magazine of course he's eventually <UNK> by the <UNK> and <UNK> of the world of celebrities especially the young <UNK> sophie <UNK> <UNK> <UNK> fox fans of shaun of the dead hot <UNK> and <UNK> will wonder if pegg himself ever experienced similar feelings in real life with this film and to an extent run fat boy run as one of the <UNK> best comic talents being ruined by the us br br all in all this is a forgettable comedy please come back to us simon we can forgive and forget,simon pegg stars as sidney young a clumsy idiot brit working as a celebrity journalist in this us comedy after getting a very lucky break he starts work at the highly respected magazine run by a on form jeff bridges in new york it's more the devil wears than shaun of the dead the unlikely love interest is provided by kirsten dunst who works well with pegg for the laughs but they don't exactly set the screen with their passion br br sidney goes through some emotional challenges while trying to decide if he should forget about his principles in order to get material in the magazine of course he's eventually by the and of the world of celebrities especially the young sophie fox fans of shaun of the dead hot and will wonder if pegg himself ever experienced similar feelings in real life with this film and to an extent run fat boy run as one of the best comic talents being ruined by the us br br all in all this is a forgettable comedy please come back to us simon we can forgive and forget,simon pegg stars sidney young clumsy idiot brit working celebrity journalist us comedy getting lucky break starts work highly respected magazine run form jeff bridges new york devil wears shaun dead unlikely love interest provided kirsten dunst works well pegg laughs exactly set screen passion br br sidney goes emotional challenges trying decide forget principles order get material magazine course eventually world celebrities especially young sophie fox fans shaun dead hot wonder pegg ever experienced similar feelings real life film extent run fat boy run one best comic talents ruined us br br forgettable comedy please come back us simon forgive forget,0
<START> the <UNK> hour was a movie i just <UNK> upon <UNK> in late at night this movie kept my fascination throughout the entire film tony <UNK> is this poor unsuspecting guy who just wanted to fall in love with a woman and by simple jealousy goes on this incredible journey terrific movie and a hidden treasure,the hour was a movie i just upon in late at night this movie kept my fascination throughout the entire film tony is this poor unsuspecting guy who just wanted to fall in love with a woman and by simple jealousy goes on this incredible journey terrific movie and a hidden treasure,hour movie upon late night movie kept fascination throughout entire film tony poor unsuspecting guy wanted fall love woman simple jealousy goes incredible journey terrific movie hidden treasure,1
<START> this movie had what sounded like a good premise 9 people facing their fears to win one million dollars unfortunately it did not turn out to be a good movie there are several scenes that are way too long and really pointless like the dancing scene a few scenes are just an excuse to point the camera at female body parts the acting is bad but some of the lines are amusing in their awfulness what's really strange is that towards the end of the movie it turns into like a 5 minute western and at the end the twists of which their were several don't make sense with the rest of the movie it seemed as though the director just added stuff on because he thought it would look cool while conveniently ignoring the plot of the movie up to that point it just didn't make a lot of sense the only creepy thing was the old people dancing down the hall but that doesn't even come close to making up for the rest of this mess,this movie had what sounded like a good premise people facing their fears to win one million dollars unfortunately it did not turn out to be a good movie there are several scenes that are way too long and really pointless like the dancing scene a few scenes are just an excuse to point the camera at female body parts the acting is bad but some of the lines are amusing in their awfulness what's really strange is that towards the end of the movie it turns into like a minute western and at the end the twists of which their were several don't make sense with the rest of the movie it seemed as though the director just added stuff on because he thought it would look cool while conveniently ignoring the plot of the movie up to that point it just didn't make a lot of sense the only creepy thing was the old people dancing down the hall but that doesn't even come close to making up for the rest of this mess,movie sounded like good premise people facing fears win one million dollars unfortunately turn good movie several scenes way long really pointless like dancing scene scenes excuse point camera female body parts acting bad lines amusing awfulness what's really strange towards end movie turns like minute western end twists several make sense rest movie seemed though director added stuff thought would look cool conveniently ignoring plot movie point make lot sense creepy thing old people dancing hall even come close making rest mess,0
<START> this movie does an excellent job of taking us all the way through the dark tunnel of espionage from the <UNK> through the ultimate <UNK> the movie's impact is made even deeper with the realization that it is based on a true story timothy <UNK> provides us with a quality understated performance and sean penn demonstrates why he is one of america's finest living actors as with midnight express this movie should make us all think twice about doing something we shouldn't be doing in a foreign country,this movie does an excellent job of taking us all the way through the dark tunnel of espionage from the through the ultimate the movie's impact is made even deeper with the realization that it is based on a true story timothy provides us with a quality understated performance and sean penn demonstrates why he is one of america's finest living actors as with midnight express this movie should make us all think twice about doing something we shouldn't be doing in a foreign country,movie excellent job taking us way dark tunnel espionage ultimate movie's impact made even deeper realization based true story timothy provides us quality understated performance sean penn demonstrates one america's finest living actors midnight express movie make us think twice something foreign country,1
<START> another violent angry fantasy from paul verhoeven verhoeven is a puzzle it's difficult to tell whether he takes his <UNK> <UNK> seriously with <UNK> intent or <UNK> in complete oblivion he also seems completely ignorant of the fact that all the brilliant visuals in the world and this has some outstanding ones cannot hide a <UNK> to story dialogue and performance kevin bacon plays a corrupt scientist who has discovered <UNK> and uses it to drive himself into moral <UNK> bacon is normally a likable actor who occasionally shows his dark side the river <UNK> in an attempt to <UNK> his <UNK> looks given the material however bacon isn't nearly hateful enough to <UNK> the other principals are <UNK> <UNK> and josh <UNK> neither of whom are gifted enough to make a solid impression and who when forced to deliver inane dialogue embarrass themselves the climax is a study in <UNK> and disbelief has to be truly suspended,another violent angry fantasy from paul verhoeven verhoeven is a puzzle it's difficult to tell whether he takes his seriously with intent or in complete oblivion he also seems completely ignorant of the fact that all the brilliant visuals in the world and this has some outstanding ones cannot hide a to story dialogue and performance kevin bacon plays a corrupt scientist who has discovered and uses it to drive himself into moral bacon is normally a likable actor who occasionally shows his dark side the river in an attempt to his looks given the material however bacon isn't nearly hateful enough to the other principals are and josh neither of whom are gifted enough to make a solid impression and who when forced to deliver inane dialogue embarrass themselves the climax is a study in and disbelief has to be truly suspended,another violent angry fantasy paul verhoeven verhoeven puzzle difficult tell whether takes seriously intent complete oblivion also seems completely ignorant fact brilliant visuals world outstanding ones cannot hide story dialogue performance kevin bacon plays corrupt scientist discovered uses drive moral bacon normally likable actor occasionally shows dark side river attempt looks given material however bacon nearly hateful enough principals josh neither gifted enough make solid impression forced deliver inane dialogue embarrass climax study disbelief truly suspended,0
<START> this movie just goes to show that you dont need big explosions <UNK> billion dollar computer graphics or highly over paid actors and actresses to make a good movie all you need is a excellent story line and plot which the master of all japanese films <UNK> kurosawa pulls off brilliantly i recommend this film to all that love a epic period piece and for those that enjoy <UNK> earlier works 10 10,this movie just goes to show that you dont need big explosions billion dollar computer graphics or highly over paid actors and actresses to make a good movie all you need is a excellent story line and plot which the master of all japanese films kurosawa pulls off brilliantly i recommend this film to all that love a epic period piece and for those that enjoy earlier works,movie goes show dont need big explosions billion dollar computer graphics highly paid actors actresses make good movie need excellent story line plot master japanese films kurosawa pulls brilliantly recommend film love epic period piece enjoy earlier works,1
<START> how bad can you make a film a good question which house of the dead 2 succeeds in answering i could not believe it was possible to get something worse than the first house of the dead but amazingly the director has succeeded the only feeling you get from the film is that its bad just bad what with overacting bad fx and a stupid story its this kind of movie which gives a bad name to z movies in general why could they not learn the lesson from the first house of the dead movie anyway i guess you will have understood by now that you should not see this film it is but a waste of time watch bad taste or dawn of the dead if you want to see some good zombies,how bad can you make a film a good question which house of the dead succeeds in answering i could not believe it was possible to get something worse than the first house of the dead but amazingly the director has succeeded the only feeling you get from the film is that its bad just bad what with overacting bad fx and a stupid story its this kind of movie which gives a bad name to z movies in general why could they not learn the lesson from the first house of the dead movie anyway i guess you will have understood by now that you should not see this film it is but a waste of time watch bad taste or dawn of the dead if you want to see some good zombies,bad make film good question house dead succeeds answering could believe possible get something worse first house dead amazingly director succeeded feeling get film bad bad overacting bad fx stupid story kind movie gives bad name z movies general could learn lesson first house dead movie anyway guess understood see film waste time watch bad taste dawn dead want see good zombies,0
<START> i have to say i quite enjoyed soldier russell was very good as this trained psychopath <UNK> his humanity very watchable and nowhere near as bad as i'd been led to believe yes it has problems but provides its share of entertainment,i have to say i quite enjoyed soldier russell was very good as this trained psychopath his humanity very watchable and nowhere near as bad as i'd been led to believe yes it has problems but provides its share of entertainment,say quite enjoyed soldier russell good trained psychopath humanity watchable nowhere near bad led believe yes problems provides share entertainment,1
<START> a strange mix of traditional 80s <UNK> chevy chase type every ten lines you get a funny one farce and <UNK> black comedy mildly amusing in spots but utterly tasteless there is a <UNK> sequence that includes the <UNK> looking back <UNK> since on her <UNK> secret service,a strange mix of traditional s chevy chase type every ten lines you get a funny one farce and black comedy mildly amusing in spots but utterly tasteless there is a sequence that includes the looking back since on her secret service,strange mix traditional chevy chase type every ten lines get funny one farce black comedy mildly amusing spots utterly tasteless sequence includes looking back since secret service,0
<START> while others may <UNK> that by viewing other works by <UNK> one will better appreciate this movie it does fail in one major way it does not stand on its own the plot is a <UNK> that is <UNK> symbolism with substance here's an idea start with a definite story then craft symbolism around it we start with two different <UNK> this female that is somehow turning human a god that is for some reason being judged but getting one last <UNK> on earth and this mysterious john character who seems to be developing some sort of resort just beyond the <UNK> of the city why none of these questions are answered but do we care no there is no development to want us to empathize with any character in the story the closest we get jill and even then the development is <UNK> at best unfortunately the movie gets caught up in the the whole visually impressive which it is but at the expense of <UNK> development i would love to see this <UNK> by someone who could distance themselves from the material a bit and not have to feel that every image has to be in the picture,while others may that by viewing other works by one will better appreciate this movie it does fail in one major way it does not stand on its own the plot is a that is symbolism with substance here's an idea with a definite story then craft symbolism around it we with two different this female that is somehow turning human a god that is for some reason being judged but getting one last on earth and this mysterious john character who seems to be developing some sort of resort just beyond the of the city why none of these questions are answered but do we care no there is no development to want us to empathize with any character in the story the closest we get jill and even then the development is at best unfortunately the movie gets caught up in the the whole visually impressive which it is but at the expense of development i would love to see this by someone who could distance themselves from the material a bit and not have to feel that every image has to be in the picture,others may viewing works one better appreciate movie fail one major way stand plot symbolism substance here's idea definite story craft symbolism around two different female somehow turning human god reason judged getting one last earth mysterious john character seems developing sort resort beyond city none questions answered care development want us empathize character story closest get jill even development best unfortunately movie gets caught whole visually impressive expense development would love see someone could distance material bit feel every image picture,0
<START> if you like the standard sly flicks that involve over the top action unbelievable stunts unbelievable is not intended to be <UNK> here and retarded dialogue you will love this steaming pile of mountain goat dung i had high hopes based on the trailer i thought that <UNK> was going to be forced in his has been days to <UNK> to smarter people and make an action film that would place a credible hero in a credible situation where the story setting and believable action would <UNK> i <UNK> action that is at least close enough to reality that you can imagine the fear and excitement that would come from such an event my limited knowledge of <UNK> and its effects rendered at least one scene laughably ridiculous judge <UNK> is only better because you know going into the theater that you are going to see a comic book made into a movie the character setting and everything else are beyond comparison to anything we might encounter ourselves cliffhanger on the other hand turns a mountain climbing guide into rambo before you can say <UNK> adrian,if you like the standard sly flicks that involve over the top action unbelievable stunts unbelievable is not intended to be here and retarded dialogue you will love this steaming pile of mountain goat dung i had high hopes based on the trailer i thought that was going to be forced in his has been days to to smarter people and make an action film that would place a credible hero in a credible situation where the story setting and believable action would i action that is at least close enough to reality that you can imagine the fear and excitement that would come from such an event my limited knowledge of and its effects rendered at least one scene laughably ridiculous judge is only better because you know going into the theater that you are going to see a comic book made into a movie the character setting and everything else are beyond comparison to anything we might encounter ourselves cliffhanger on the other hand turns a mountain climbing guide into rambo before you can say adrian,like standard sly flicks involve top action unbelievable stunts unbelievable intended retarded dialogue love steaming pile mountain goat dung high hopes based trailer thought going forced days smarter people make action film would place credible hero credible situation story setting believable action would action least close enough reality imagine fear excitement would come event limited knowledge effects rendered least one scene laughably ridiculous judge better know going theater going see comic book made movie character setting everything else beyond comparison anything might encounter cliffhanger hand turns mountain climbing guide rambo say adrian,0
<START> feeding the masses was just another movie trying to make a little money off of the zombie <UNK> that is going around mostly due to the popularity of movies such as land of the dead and the resident evil series br br it starts at a television station which is <UNK> by the military and are <UNK> that the <UNK> virus zombies are close to <UNK> and the city will soon be free to do their business again the problem is this is totally false zombies are running <UNK> and only a small minority of people are aware among them are torch william <UNK> the camera man <UNK> <UNK> morris the lead anchor woman who for some reason is listed as playing <UNK> on this website and roger patrick cohen their military <UNK> torch and <UNK> are against lying to the people but the station is being run by secret service or some other government agency and they are heavily <UNK> br br this movie gives itself a pat on the back on the box cover saying we hold feeding the masses on a higher level than any o the three <UNK> the <UNK> films by george a <UNK> the source of that quote has lost all credibility with me br br let me just say that this movie is bad i don't mean bad like i was expecting more i obviously was though but i mean bad in that i could not find any redeeming qualities in the film whatsoever the acting in all parts are either over done or too wooden did anybody remember their lines or are they reading off of cue cards i can't even think of what the best part of the movie was or the best actor actress there really was not one if i had to give a nod to someone i would say roger the military <UNK> was probably the most interesting character but that is really not saying much br br i would have to recommend to pass on this movie despite the box cover looking pretty good it's what originally drew me to the movie 3 10,feeding the masses was just another movie trying to make a little money off of the zombie that is going around mostly due to the popularity of movies such as land of the dead and the resident evil series br br it starts at a television station which is by the military and are that the virus zombies are close to and the city will soon be free to do their business again the problem is this is totally false zombies are running and only a small minority of people are aware among them are torch william the camera man morris the lead anchor woman who for some reason is listed as playing on this website and roger patrick cohen their military torch and are against lying to the people but the station is being run by secret service or some other government agency and they are heavily br br this movie gives itself a pat on the back on the box cover saying we hold feeding the masses on a higher level than any o the three the films by george a the source of that quote has lost all credibility with me br br let me just say that this movie is bad i don't mean bad like i was expecting more i obviously was though but i mean bad in that i could not find any redeeming qualities in the film whatsoever the acting in all parts are either over done or too wooden did anybody remember their lines or are they reading off of cue cards i can't even think of what the best part of the movie was or the best actor actress there really was not one if i had to give a nod to someone i would say roger the military was probably the most interesting character but that is really not saying much br br i would have to recommend to pass on this movie despite the box cover looking pretty good it's what originally drew me to the movie,feeding masses another movie trying make little money zombie going around mostly due popularity movies land dead resident evil series br br starts television station military virus zombies close city soon free business problem totally false zombies running small minority people aware among torch william camera man morris lead anchor woman reason listed playing website roger patrick cohen military torch lying people station run secret service government agency heavily br br movie gives pat back box cover saying hold feeding masses higher level three films george source quote lost credibility br br let say movie bad mean bad like expecting obviously though mean bad could find redeeming qualities film whatsoever acting parts either done wooden anybody remember lines reading cue cards can't even think best part movie best actor actress really one give nod someone would say roger military probably interesting character really saying much br br would recommend pass movie despite box cover looking pretty good originally drew movie,0
<START> i must say that looking at hamlet from the perspective of a student <UNK> version of hamlet is by far the best his dedication to stay true to the original text should be <UNK> it helps the play come to life on screen and makes it easier for people holding the text while watching as we did while studying it to follow and analyze the text br br one of the things i have heard criticized many times is the casting of major hollywood names in the play i find that this helps viewers recognize the characters easier as opposed to having actors that all look and sound the same that aid in the confusion normally associated with shakespeare br br also his flashbacks help to clear up many <UNK> in the text such as how far the relationship between hamlet and <UNK> really went and why <UNK> just happened to be at the castle at the end all in all not only does this version contain some brilliant performances by actors both familiar and not familiar with shakespeare it is presented in a way that one does not have to be an english literature <UNK> d to understand and enjoy it,i must say that looking at hamlet from the perspective of a student version of hamlet is by far the best his dedication to stay true to the original text should be it helps the play come to life on screen and makes it easier for people holding the text while watching as we did while studying it to follow and analyze the text br br one of the things i have heard criticized many times is the casting of major hollywood names in the play i find that this helps viewers recognize the characters easier as opposed to having actors that all look and sound the same that aid in the confusion normally associated with shakespeare br br also his flashbacks help to clear up many in the text such as how far the relationship between hamlet and really went and why just happened to be at the castle at the end all in all not only does this version contain some brilliant performances by actors both familiar and not familiar with shakespeare it is presented in a way that one does not have to be an english literature d to understand and enjoy it,must say looking hamlet perspective student version hamlet far best dedication stay true original text helps play come life screen makes easier people holding text watching studying follow analyze text br br one things heard criticized many times casting major hollywood names play find helps viewers recognize characters easier opposed actors look sound aid confusion normally associated shakespeare br br also flashbacks help clear many text far relationship hamlet really went happened castle end version contain brilliant performances actors familiar familiar shakespeare presented way one english literature understand enjoy,1
<START> i found the film a bit predictable and boring but i am 14 br br i was really annoyed with my little cousin as she was very hyper that day so i saw a film on the disney channel and put it on and told her to watch it br br she is 6 and she loved the film some bits she didn't get like the ending but i didn't get that either y was eddie the star of the video shoot i thought it was <UNK> video but she did enjoy it br br i noticed the mistakes such as at the end jordan was not actually playing the guitar but she never br br it is definitely a film for if you are seriously bored or 10 and under br br it <UNK> my cousin down well br br although all she did was sing for the rest of the day then,i found the film a bit predictable and boring but i am br br i was really annoyed with my little cousin as she was very hyper that day so i saw a film on the disney channel and put it on and told her to watch it br br she is and she loved the film some bits she didn't get like the ending but i didn't get that either y was eddie the star of the video shoot i thought it was video but she did enjoy it br br i noticed the mistakes such as at the end jordan was not actually playing the guitar but she never br br it is definitely a film for if you are seriously bored or and under br br it my cousin down well br br although all she did was sing for the rest of the day then,found film bit predictable boring br br really annoyed little cousin hyper day saw film disney channel put told watch br br loved film bits get like ending get either eddie star video shoot thought video enjoy br br noticed mistakes end jordan actually playing guitar never br br definitely film seriously bored br br cousin well br br although sing rest day,0
